Submission ID,Submission Final Decision,ABSTRACT TITLE,Submission Type,ABSTRACT TEXT,Presenting Author FN,Presenting Author LN,Author 1 Role,Author 1 FN,Author 1 LN,Author 1 Organization,Author 2 Role,Author 2 FN,Author 2 LN,Author 2 Organization,Author 3 Role,Author 3 FN,Author 3 LN,Author 3 Organization,Author 4 Role,Author 4 FN,Author 4 LN,Author 4 Organization,Author 5 Role,Author 5 FN,Author 5 LN,Author 5 Organization,Author 6 Role,Author 6 FN,Author 6 LN,Author 6 Organization,Author 7 Role,Author 7 FN,Author 7 LN,Author 7 Organization,Author 8 Role,Author 8 FN,Author 8 LN,Author 8 Organization,Author 9 Role,Author 9 FN,Author 9 LN,Author 9 Organization,Author 10 Role,Author 10 FN,Author 10 LN,Author 10 Organization,Author 11 Role,Author 11 FN,Author 11 LN,Author 11 Organization,Author 12 Role,Author 12 FN,Author 12 LN,Author 12 Organization,Author 13 Role,Author 13 FN,Author 13 LN,Author 13 Organization,Author 14 Role,Author 14 FN,Author 14 LN,Author 14 Organization,Author 15 Role,Author 15 FN,Author 15 LN,Author 15 Organization,Author 16 Role,Author 16 FN,Author 16 LN,Author 16 Organization,Author 17 Role,Author 17 FN,Author 17 LN,Author 17 Organization,Author 18 Role,Author 18 FN,Author 18 LN,Author 18 Organization,Author 19 Role,Author 19 FN,Author 19 LN,Author 19 Organization,Author 20 Role,Author 20 FN,Author 20 LN,Author 20 Organization,Author 21 Role,Author 21 FN,Author 21 LN,Author 21 Organization,Author 22 Role,Author 22 FN,Author 22 LN,Author 22 Organization,Author 23 Role,Author 23 FN,Author 23 LN,Author 23 Organization,Author 24 Role,Author 24 FN,Author 24 LN,Author 24 Organization,Author 25 Role,Author 25 FN,Author 25 LN,Author 25 Organization,Author 26 Role,Author 26 FN,Author 26 LN,Author 26 Organization
183494,Poster,Exploring the function of carotenoid signals using carotenoid- and ornament-free birds,General Session,"Carotenoid-based coloration in bird species has become a classic example of an honest signal of male quality used in female mate assessment; however, the mechanisms linking carotenoid coloration to male immunocompetence and/or oxidative stress maintenance remain contested. The prevailing hypothesis to explain the honesty of carotenoid-based coloration posits that carotenoid pigments are a limited resource that must be differentially allocated either to ornamental coloration or to boosting beneficial physiological processes such that only healthy birds of good condition can afford to produce a high quality ornament. In this study, we use a novel system of canaries (Serinus canaria) with knock-out mutations to directly test the importance of carotenoid pigments to immune and antioxidant processes and to search for a “cost” of allocating pigments to ornamentation. During the annual molt—when yellow canaries are actively depositing carotenoids into their feathers—we compared measures of immunocompetence and oxidative stress in canaries with and without circulating carotenoids (carotenoid-rich vs. carotenoid-free birds), and canaries with and without ornamental feather coloration (yellow vs. white canaries). Interestingly, we found no significant differences in antibody production to a novel antigen (a measure of humoral immunity), whole blood bacterial killing capacity (innate immunity), or measures of blood-based oxidative damage and antioxidant capacity between canaries with different carotenoid availability or ornamental usage. Our results question the hypothesis that carotenoid pigments are essential to proper physiological function, and that the honesty of carotenoid coloration is maintained by the costs of allocating the pigments to coloration.",Rebecca,Koch,First Author,Rebecca,Koch,Auburn University,Remaining Co-Author,Geoffrey,Hill,Auburn University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185656,Poster,Climate and breeding effort explain annual variation of carotenoid content in female Prothonotary warblers (Protonotaria citrea),General Session,"The role of female ornamentation in avian speices is not well understood, and few studies have assessed annual variation in female plumage and whether that variation in correlated with climate and/or previous breeding effort. We assessed this using data from a long term study of reproductive ecology in the Prothonotary Warbler.  We compared plumage variation as a function of temperature and precipitation during July and August, when their feathers are molted.  We used two criteria to represent characteristics of crown and breast feathers - violet blue chroma (VBC) to represent carotenoid content, and yellow intensity.  Feather samples were collected from 2010-2014 from 112 warbler females, 36 of which we have feather samples from more than one breeding season.  At the population level, we found July precipitation the previous year to be positively correlated with crown yellow intensity, and August precipitation the previous year to be positively correlated with breast carotenoid content.  In a subset of females for whom we had consecutive years of data, females whose previous breeding season was prolonged (i.e., late last fledge date) were more likely to show a decline in breast carotenoid content than those whose last fledge date was earlier.  These results suggest that feather characteristics at the population level may be the product of climate during the previous molt, and that individual level variation in feather reflectance is dependent in part on breeding effort the previous year which can influence the individual’s timing of molt.  ",Amanda,McGhee,Presenting Author,Amanda,McGhee,Virginia Commonwealth University,Remaining Co-Author,Lesley,Bulluck,Virginia Commonwealth University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183337,Poster,The Effect of Mercury Exposure on Mate Choice in Birds,General Session,"Choosing a high-quality mate is an important component of reproductive success. Female birds assess quality in males via condition-dependent signals such as songs, plumage, and displays—all of which contribute to their attractiveness as potential mates. This attractiveness can be disrupted, however, by environmental stressors such as toxins. One such toxin is mercury, a globally-increasing pollutant recently found in terrestrial systems. Mercury exposure has been shown to affect condition-dependent signals in birds, but the effect of exposure on the process of mate choice itself is unknown. We sought to assess the potential effects of mercury exposure on male attractiveness through short-term female preferences and ultimate pairing outcomes with a captive colony of zebra finches. Males were either exposed to dietary mercury (1.2 ppm) or unexposed (0.0 ppm) for their entire lifetime and assessed by unexposed females in three types of trials: song-only phonotaxis trials, two-choice initial preference trials, and aviary pairing trials. In 11 of 20 song-only phonotaxis trials, females preferred the song of unexposed males. In 6 of 15 initial preference trials, females preferred to spend time with unexposed males. During 14 aviary pairing trials, 7 females paired with unexposed males. While mercury exposure is known to reduce reproductive success in paired and breeding birds, these results suggest that the effect of exposure on male attractiveness is not enough to deter potential mates prior to pairing. Examining this potential avenue for reproductive disruption in a lab is an important precursor to understanding how mercury may affect wild bird populations.",Virginia,Greene,First Author,Virginia,Greene,College of William and Mary,Remaining Co-Author,Daniel,Cristol,The College of William and Mary,Remaining Co-Author,John,Swaddle,The College of William and Mary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185271,Poster,Hormone and melanocyte signaling in a social feather ornament,General Session,"Bird feathers are one of the most striking examples of variation in nature. Some of the variation in feather ornaments has been shown to act as a signal of the quality or status of an individual. To understand why and how particular ornaments are used as social signals, we must understand the factors that regulate their development. Hormones, such as estrogen and testosterone, have been shown to regulate sex differences in feather color. Here we asked if feathers that form a melanin-based ornament used in attracting mates and signaling status – the white outer tail feathers of Dark-eyed junco (Junco hyemalis) – are sensitive to testosterone and estrogen, and if hormonal signaling explains variation in the extent of white in junco tails. We used qPCR to measure the expression of androgen receptor (AR) and estrogen receptor (ER), and compared receptor abundance among males that showed different amounts of tail white. Furthermore, we asked if hormone receptor expression was correlated with expression of key melanocyte signaling markers agouti signaling peptide (ASIP) and melanocortin 1 receptor (MC1R). Our results show individuals with more tail white express more MC1R and marginally more ASIP. While individual variation in feather color was not directly related to hormonal sensitivity, ASIP expression was significantly positively correlated with both AR and ER expression. Our results show that developing feathers that form social ornaments are sensitive to hormones, and provide a mechanistic hypothesis for the link between the size of the ornament and the status of an individual.",Mikus,Abolins-Abols,First Author,Mikus,Abolins-Abols,Indiana University,Remaining Co-Author,Hannah,Abolins-Abols,Indiana University,Remaining Co-Author,Kevin,Fitzpatrick,Indiana University,Remaining Co-Author,Ellen,Ketterson,Indiana University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181246,Poster,Experimental Evidence that Colorful Males Sire More Extra-pair Young in Swallows,General Session,"Few studies have found correlations between male traits and extra-pair mating success in birds, and even fewer studies have experimentally manipulated male traits to determine if they are directly related to paternity. As a consequence, there is little evidence to support the widespread hypothesis that female birds choose attractive males as extra-pair mates. Here, we conducted an experimental study of the relationship between male plumage color and fertilization success in tree swallows (Tachycineta bicolor). The sexes are monochromatic, but frequent extra-pair mating suggests that sexual selection could be strong. Previous work suggested that male plumage brightness was positively related to male extra-pair fertilization success. In this study we experimentally dulled male plumage (with non-toxic ink markers) early in the breeding season prior to egg laying. As predicted, dulled males sired significantly fewer young (both within-pair and extra-pair) than control males. Thus, male plumage brightness is an important signal to female tree swallows choosing both within-pair and extra-pair mates.",Linda,Whittingham,First Author,Linda,Whittingham,University of Wisconsin-Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185613,Poster,Female white crowned-sparrows (Zonotrichia leucophrys) show preference for high minimum frequency songs,General Session,"Urbanization is a rapid environmental change that affects many ecosystems. With urbanization comes increasing anthropogenic noise, which masks some parts of bird songs. This has caused an upshift in the minimum frequency of songs to allow for better signal transmission in many species. Bird song is an important signal in oscines, and plays a large role in mate choice and sexual selection. While natural selection selects for high minimum frequency songs in urban environments to allow for better signal transmission, some species have been shown to prefer songs with a lower minimum frequency. In cases where urbanization selects for high minimum frequency songs, and females select males with lower minimum frequency songs, natural selection and sexual selection oppose each other. White-crowned sparrows (Zonotrichia leucophrys) are found in many urban environments and are an important species for studying song and sexual selection. Therefore, it is important to know whether sexual selection and natural selection oppose each other in this system. To test this, we hand-reared 10 white-crowned sparrow females and tutored them using high minimum frequency songs. This design simulates the early experience environment of urban female birds. Each female underwent operant conditioning with a choice between high and low minimum frequency songs. The majority of females preferred high minimum frequency songs. This finding supports previous studies that early experience shapes female preference in oscines. Furthermore, our findings suggest that sexual selection and natural selection do not oppose each other in this system. ",Casey,Coomes,First Author,Casey,Coomes,Tulane University,Remaining Co-Author,Jennifer,Phillips,Tulane University,Remaining Co-Author,Dana,Moseley,The College of William and Mary,Remaining Co-Author,Julie,Danner,Tulane University,Remaining Co-Author,Raymond,Danner,UNCW,Remaining Co-Author,David,Luther,George Mason University,Remaining Co-Author,Elizabeth,Derryberry,Tulane University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185767,Poster,Experimental manipulation of intruder age: how ages of territorial tropical birds impact aggression,General Session,"In species where there is high variation in the ages of individuals, both sexes defend territories, and age influences mate choice, the behaviors of territorial males and females are expected to be influenced by the perceived age of intruders, but only as a function of their own chronological age. Because very few species of birds can be accurately aged across their lifespans, explicit examinations of how age influences aggression towards intruders remain limited. In one species of tropical suboscine bird, Thamnophilus atrinucha, we can accurately estimate age birds with individuals’ songs (trill rate). Thus, in this species, song may be a reliable cue to the age and relative experience of conspecifics (in both mates, potential mates, and social intruders). To examine the impact of age on context-dependent territorial behavior, we used experimental acoustic playbacks of songs with manipulated trill rates to simulate the presence of young, middle-age, and old male intruders within the territories of 24 pairs. Given that females tend to pair with older males, we predicted that territorial males would respond more aggressively to older males. We also predicted that younger territorial males would respond more aggressively to all intruders compared to older territorial males. Using a nonlinear analysis informed by dynamic network theory, we examined the simultaneous influence of territorial male and female age, mate behavior, intruder, and social neighbor respond (as a confounding variable) on male aggression. We discuss how these results may inform our understanding of sexual selection in socially monogamous tropical birds.",Patrick,Kelley,Presenting Author,Patrick,Kelley,University of New Hampshire,Remaining Co-Author,Corey,Tarwater,University of Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184130,Poster,"SWIFT: A small, low-cost acoustic recorder for terrestrial wildlife monitoring applications",General Session,"The effectiveness of acoustic wildlife monitoring efforts is often limited by the total number of field-deployed recording units. Therefore challenging funding environments can significantly hinder species and habitat conservation relying on acoustic monitoring techniques.
The goal of the SWIFT project was to develop a small and inexpensive (< $250) recording unit which allows weeks-long continuous acoustic data collection in harsh environments in support of conservation efforts.
The SWIFT electronics are housed in a weather and climate proof enclosure and designed to be left unattended for prolonged periods of time. The recorders’ small size and light weight allows for easy set-up and deployment. Settings such as audio sampling rate, gain, and recording start/stop time can be easily configured with the SWIFT configuration utility PC software. The recorder features selectable audio sampling rates between 8 and 96 kHz (16-bit resolution) and a single SD memory card slot (currently) allowing for up to 512 GB of data storage. The output of the exchangeable microphone can be amplified by up to 47 dB. The low power design allows for continuous data collection of up to 1.5 months (at 8 kHz sampling rate) while running on three D-cell alkaline batteries.
[Project partially funded by the Kenneth L. Harder Trust and the Cornell Lab of Ornithology].",Robert,Koch,First Author,Robert,Koch,Cornell Lab of Ornithology,Remaining Co-Author,Raymond,Mack,Cornell Lab of Ornithology,Remaining Co-Author,Peter,Wrege,Cornell Lab of Ornithology,Remaining Co-Author,Holger,Klinck,Cornell Lab of Ornithology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181197,Poster,Altered mountain chickadee (Poecile gambeli) song in regions of sympatry does not reduce aggression from black-capped chickadees (Poecile atricapillus),General Session,"Closely related mountain chickadees (Poecile gambeli) and black-capped chickadees (Poecile atricapillus) have partially overlapping ranges and habitat requirements, resulting in a mix of sympatric and allopatric populations. In regions where both species co-occur, subdominant mountain chickadees alter their song, undergoing a character shift, whereas in isolated regions the songs of both species are quite similar. I investigated why subdominant mountain chickadees altered their song only in regions of co-occurrence with the dominant black-capped chickadee. Specifically I asked whether the character shift acts to decrease the intensity of aggressive interactions, as previously documented in tit species in Europe and Asia. I conducted a playback study in Prince George, BC, Canada in April 2015. I created a series of playbacks of sympatric and allopatric mountain chickadee songs to present to focal black-capped chickadee males. I recorded the focal male’s distance from the speaker, time spent at each distance, how many vocalizations were made and the level of aggressiveness for each stimulus, as well as latency to respond and time spent within 10 metres of the speaker after the playback ended. I found that black-capped chickadees did not differentiate between the two mountain chickadee songs, and reacted equally to both allopatric and sympatric song types. Therefore, the mountain chickadee character shift may not reduce aggression from black-capped chickadees, as observed in European and Asian tits, but could potentially be a result of sexual selection.",Cara,Snell,First Author,Cara,Snell,Thompson Rivers University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183561,Poster,Predictors of attack in an aggressive vocal display by satin bowerbirds (Ptilonorhynchus violaceus),General Session,"Intra-sexual aggression may be encoded in birdsong via a variety of acoustic and structural features. Changes in acoustic properties including frequency, amplitude, bandwidth, and trill rate predict aggression or occur in more aggressive contexts in a variety of songbird taxa. Elements of song structure such as timing and syllable choice may also encode information about aggressive escalation and intent.
Satin bowerbirds (Ptilonorhynchus violaceus) are polygynous Australian passerines in which dispersed males build and defend bowers that serve as arenas for solo courtship displays. Male intruders at bowers may damage the bower structure or steal decorations placed in front of the bower by the owner male. Consequently, male bower owners are highly aggressive toward male intruders. In escalated intra-sexual aggression, male satin bowerbirds perform stereotyped “whistle-grunt” songs consisting of a string of tonal “whistle” elements each punctuated by a terminal broadband “grunt.” Whistle-grunt songs typically conclude with a series of vigorous buzzes followed by a body waggling display and physical attacks.
We describe the acoustic characteristics and syntax of agonistic whistle-grunt vocal displays sampled at Bunya Mountains National Park in Queensland, Australia during mirror-elicited contests at male bowers. We further assess how certain elements may encode aggressive intent by testing whether the intensity of a male’s attack against his reflection is predicted by the acoustic properties, syntax, or repertoire size of the preceding song elements.",Elizabeth,Bergen,Presenting Author,Elizabeth,Bergen,Cornell University,Remaining Co-Author,Sara,Schroer,Cornell University,Remaining Co-Author,Jenélle,Dowling,Cornell University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185472,Poster,Assessing the evidence for a split repertoire in a tropical wood-warbler,General Session,"Temperate-breeding new world warblers (Parulidae) are said to sing split repertoires because their song types fall into two distinct categories (type I and type II). The two categories are characterized by distinct usages and structures, and have been hypothesized to serve distinct functions. We tested for a split repertoire in Adelaide’s warbler (Setophaga adelaidae), a year-round territorial tropical warbler endemic to the islands of Puerto Rico and Vieques. A previous study found subtle structural differences between songs sung before dawn (when temperate warblers sing type II songs) and after dawn (when they sing type I; C. Staicer, 1996, Acoustical features of song categories of the Adelaide's Warbler, The Auk 113: 771-783). That study leaves open the possibility that Adelaide’s warblers do not sing split repertoires because it did not quantitatively test for discrete differences in usage among song types. We quantified several song-usage variables that typically characterize song classes, but we did not find evidence of two discrete song classes (n = 9499 songs, 9 males). We conclude that although both song usage and song structure vary over the course of the day, Adelaide’s warblers do not sing split repertoires. This finding raises the question of whether tropical warblers generally lack the discrete song categories that typify their temperate cousins.",Apoorva,Kulkarni,First Author,Apoorva,Kulkarni,University of Lethbridge,Remaining Co-Author,David,Logue,University of Lethbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182313,Poster,Quiet Violence: Do soft songs predict physical aggression in Savannah Sparrows?,General Session,"Authors: Ines Moran, Stephanie Doucet, Amy Newman, Ryan Norris & Dan Mennill

Many animals exchange signals to defend and maintain their territories against intruders. In songbirds, those signals can have different aggressive intensities and can be used to gradually escalate a territorial contest. Several signals in song birds have been associated with aggression, including song overlapping, song matching, soft song, wing waving, and other behaviours. Although the precise function of most aggressive signals requires further study, several recent studies point towards the importance of low amplitude songs, or “soft songs”, as potent aggressive signals. We used playback, accompanied by a taxidermic mount, to simulate an intruder into the breeding territories of Savannah Sparrows, to test the hypothesis that soft song is a signal of aggressive intent in this species. Our results show that male Savannah Sparrows' use soft songs and other behaviours when they respond aggressively to intruders. Aggressive birds sang at higher rates, increased their level of song overlapping, produced more non-song calls, and often engaged in wing waving behaviour. Soft song, in particular, stood out as a predictor of aggressive response to the simulated territorial intruder. Our research furthers our understanding of aggressive signaling in territorial songbirds, providing further information about signals of aggressive attack, and the importance of soft songs in communicating aggression.",Ines,Moran,First Author,Ines,Moran,Windsor University,Remaining Co-Author,Amy,Newman,University of Guelph,Remaining Co-Author,Stéphanie,Doucet,University of Windsor,Remaining Co-Author,D. Ryan,Norris,University of Guelph,Remaining Co-Author,Daniel,Mennill,University of Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183572,Poster,The value of simplicity – do variant song types affect interactive signalling in white-throated sparrows?,General Session,"White-throated sparrow song typically ends in a repeating triplet of notes, each repeat being one strophe.   The number of strophes males add to their songs is flexible and may signal increased aggression during interactive song contests.  However, lengthening songs by adding strophes creates a conundrum; longer songs can increases the prospect of being overlapped by rivals.  As song-overlapping signals aggression in songbirds, males typically try to avoid being overlapped during contests.  One possible solution would be adopting shorter strophes, which would allow males to increase strophe number while limiting the potential for being overlapped.  A doublet-ending song variant has emerged among western populations of white-throated sparrows, which are shorter overall than triplets and may allow signalling of intent with less risk of being overlapped.  We conducted playback studies on white-throated sparrows, measuring their response to songs with a low (two) or high (four) number of strophes.  Half the males were played doublet-ending songs originating from the same western population as the subjects; the other males were played triplet-ending songs originating from an eastern population 5000km away.  Males responded aggressively to stimuli with both high- and low-strophes, yet, despite all subject males singing doublet-ending songs, there was no effect of triplet/doublet stimuli on male response.  Males truncated songs that were overlapped by reducing the number of strophes over non-overlapped songs. Males tended to be overlapped more during high vs low-strophe playback, but there was no difference between triplet and doublet playbacks.",Ken,Otter,Remaining Co-Author,Stefanie,LaZerte,University of Northern British Columbia,Remaining Co-Author,Scott,Ramsay,Wilfrid Laurier University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184373,Poster,The Structure and Function of Female Song in Eastern Bluebirds (Sialia sialis),General Session,"In tropical songbird species it has long been acknowledged that females sing. Odom et al. (2014) recently determined that female song is ancestral in all songbirds. However, studies of female song in temperate regions remain scarce. Female Eastern Bluebirds (Sialia sialis) are known to sing in the presence of predators. I propose a study looking at the structure and function of Eastern Bluebird songs in the presence of various predators. Additionally, I will test for the occurrence of female song in other contexts, (e.g. territory defense and mate guarding) by presenting male and female bluebird models. Preliminary results suggest that both male and female bluebirds sing at increased rates in the presence of avian predators of adult bluebirds and at decreased rates in the presence of nestling predators. Preliminary results of acoustic structural elements suggest that males and females sing songs similar in length duration and syllable type in a predator alarm context. I will continue to compare structural differences between the songs of males and females and begin to compare structural differences between song functions. ",Evangeline,Shank,First Author,Evangeline,Shank,UMBC Department of Biology,Remaining Co-Author,Kevin,Omland,"University of Maryland, Baltimore County",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185667,Poster,Verdins recognize divergent songs: relating the window of recognition to life history in the only New World member of the Remizidae,General Session,"Understanding how animals recognize one another is fundamental to understanding processes such as speciation, social behavior, and interspecific interactions.  In birds, song is often an important signal for recognition, and accordingly many species show a pattern of strong recognition of acoustically similar phenotypes and reduced recognition of dissimilar phenotypes.  The range of song phenotypes that a bird recognizes as relevant to itself can be conceptualized as its “window of recognition.”  These windows are important evolutionarily, because animals should neither respond to every sound they hear (doing so would be costly), nor should they ignore sounds important for interactions with conspecifics.  The verdin (Auriparus flaviceps) is a species that has 1) no nearby confusable heterospecifics—it is the only representative of its family in the New World, and 2) within-species variation in song and potentially high dispersal, such that individuals may encounter variable conspecific phenotypes that they would benefit from recognizing.  Given these qualities, we expected verdin to have large windows of song recognition.  We tested this hypothesis with a playback experiment in which we presented focal pairs with 1) acoustically similar conspecific songs, 2) acoustically divergent conspecific songs and 3) acoustically divergent heterospecific songs.  We found that verdin did have a relatively wide window of recognition because they responded to acoustically divergent conspecific songs, though not songs from Old World relatives. Overall, this work illustrates how both ecology and phylogenetic history influence how species recognize and respond to conspecifics.",Max,Witynski,First Author,Max,Witynski,Cornell University,Remaining Co-Author,Emma,Greig,Cornell Lab of Ornithology,Remaining Co-Author,Eric,Larsen,University of Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185336,Poster,Use of Soundscape Recordings to Analyze Daily Temporal Variation in Avian Vocalizations in Western New York,General Session,"Analysis of soundscapes may provide a way to quantify the biodiversity and examine the impact of anthropogenic noise on an area. Because birds use vocalizations as a primary channel of communication, avian biodiversity assessments can now be done, in part, through the use of soundscape recordings. The effectiveness of using soundscape recordings in this way will be dependent on the proportion of bird vocalizations within the biophony, and also how much anthropophony and geophony is present. To begin to understand this, we were interested in examining how time of day influences these measures. We present analyses of the daily temporal variation of soundscapes in Western New York, specifically looking at how the proportions of avian vocalizations changed throughout the day in relation to these other (geophony, anthropophony and other biophony) measures in order to better understand the role of birds in the soundscape. We recorded soundscapes in 8 different forest patches across Western New York in 2016, at three different time periods each recording day (6am­-8am, 11am­-2pm, and 6pm­-9pm). We used Raven Pro to determine the proportion of biophony composed of avian vocalizations, what and how many species were performing the vocalizations, and how much anthropophony and geophony also contributed to the soundscape in each time period. We will present our findings to provide insight into how soundscapes, and the contribution of avian vocalizations to them, change with time, and how soundscape analysis can be used to assess the composition of avian species in a given area. ",Jeff,Doser,First Author,Jeffrey,Doser,SUNY Geneseo,Remaining Co-Author,Kristina,Hannam,SUNY Geneseo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185438,Poster,Acoustic adaptation as a driver of song divergence in Galapagos finches,General Session,"Vocal mating signals (songs) in the Galapagos finch radiation have diverged markedly over the course of the clade’s brief history. Song today plays a key role in mate recognition and selection within this group, reinforcing or even driving speciation by maintaining reproductive isolation among closely related species. Thus, to effectively explain speciation within the Galapagos finches, it is critical to characterize factors that drive song divergence. Here we explore one such factor, initially addressed by Robert Bowman over a half-century ago but since largely overlooked – acoustic adaptation. The premise of the “acoustic adaptation hypothesis” is that songs in different habitats should diverge to optimize local transmission efficiency, i.e., to minimize negative effects of acoustic degradation caused by attenuation, masking, and reverberation. To test the acoustic adaptation hypothesis in Galapagos finches, we recorded songs at close distance from nine finch species occupying two habitats --  an upland/forested habitat and an lowland/open habitat -- and then played and re-recorded those songs at increasing distances along three transects in each habitat. The acoustic adaptation hypothesis predicts that songs would transmit more successfully (with less degradation) through their “home” habitats. We used two main methods to quantify song degradation by distance: analysis of individual frequency parameters, and spectrogram cross-correlation analyses. Results from our analyses will be compared to results from Bowman’s classic work, and will also be framed relative to other factors, such as morphology and drift, that drive song divergence in this clade.",Amy,Strauss,First Author,Amy,Strauss,University of Massachusetts - Amherst,Remaining Co-Author,Jeffrey,Podos,University of Massachusetts - Amherst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184703,Poster,Songbird response to vegetation recovery on reclaimed well sites in the boreal forest of Alberta.,General Session,"Industry is required to reclaim oil and gas well sites in Alberta, Canada with the intention of recovery to an equivalent ecological function as prior to disturbance. Songbird community response to forest regeneration following various types of disturbance is well studied. However, limited information exists on how communities change with vegetation recovery on reclaimed oil and gas infrastructure. The objectives of this study are to use bioacoustic methods to determine how vegetation regeneration influences songbird use of reclaimed well site footprints. 

Songbird communities were surveyed on reclaimed well sites at different stages of regeneration in the boreal forest natural region of Alberta in 2015 and 2016. Grids of GPS time-synced autonomous recording units were placed over the well site footprint. Acoustic localization was used to triangulate the singing locations of birds within the well site footprint by using the time of arrival difference of a vocalization to subsequent recording units.

Species associated with early stages of forest regeneration sang from reclaimed well sites, including Alder flycatcher and Clay-coloured sparrow. Species sensitive to disturbance such as Ovenbirds only sang from reclaimed well sites when shrub and ground cover were similar to the adjacent forest, and trees approached heights half of those in the adjacent forest. Results from this study will provide insight into the thresholds of vegetation regeneration which promote use of reclaimed well sites for different songbird species.",Scott,Wilson,First Author,Scott,Wilson,University of Alberta,Remaining Co-Author,Erin,Bayne,University of Alberta / Department of Biological Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
